6662, 6564, 3647
473, 280
471, 291
469, 278
474, 282
475, 289
468, 302
480, 279
474, 298
474, 280
467, 286
471, 287
462, 279
468, 278
466, 298
466, 282
464, 277
467, 296
480, 286
490, 278
474, 298
472, 275
471, 277
477, 292
467, 280
467, 279
469, 294
471, 277
468, 277
470, 293
467, 276
469, 289
521, 299
468, 277
472, 279
468, 293
466, 280
469, 278
467, 295
471, 276
464, 281
468, 293
469, 276
469, 278
466, 296
465, 281
479, 285
952, 516
865, 521
955, 571
988, 723
934, 538
934, 530
889, 495
853, 506
835, 476
847, 497
837, 473
865, 513
838, 471
852, 497
835, 489
854, 501
828, 471
860, 507
836, 474
861, 502
846, 475
864, 509
831, 476
854, 499
836, 476
842, 499
836, 474
931, 561
854, 472
878, 496
834, 472
852, 497
847, 473
863, 499
841, 476
872, 494
831, 475
856, 519
862, 475
856, 499
836, 475
853, 504
827, 490
858, 503
831, 475
848, 502
835, 480
857, 505
839, 472
848, 495
1852, 916
2139, 1052
1682, 969
1675, 928
1705, 991
1637, 974
1653, 946
1762, 1008
1639, 984
1664, 941
1709, 987
1674, 967
1647, 931
1732, 996
1780, 1008
1676, 948
1679, 924
1707, 987
1642, 946
1841, 1014
1639, 998
1634, 966
1674, 932
1727, 915
1646, 910
1748, 968
1641, 1011
1678, 928
1675, 993
1676, 1068
1661, 1010
1683, 930
1694, 1003
1644, 954
1742, 928
1641, 989
1669, 920
1678, 974
1667, 1051
1638, 932
1700, 978
1649, 982
1677, 969
1681, 1007
1677, 1003
1662, 975
1639, 1050
1637, 985
1645, 923
1701, 1108
3559, 1737
3551, 1771
3409, 1886
3442, 1862
3576, 1794
3553, 1772
3631, 1880
3372, 1883
3451, 1869
3423, 1823
3477, 1806
3543, 1765
3408, 1758
3410, 1794
3358, 1859
3369, 1849
3373, 1776
3470, 1731
3464, 1809
3457, 1868
3446, 1874
3475, 1801
3432, 1828
3358, 1792
3493, 1907
3395, 1901
3841, 1767
3399, 1905
3522, 1755
3480, 1778
3480, 1794
3412, 1883
3512, 1821
3691, 2083
3494, 1712
3403, 1756
3341, 1870
3388, 1860
3435, 1801
3415, 1757
3328, 1795
3354, 1808
3420, 1859
3372, 1811
3422, 1893
3293, 1741
3393, 1763
3302, 1792
3501, 1821
3479, 1802
7196, 3336
7213, 3422
7253, 3424
7058, 3401
7140, 3498
7119, 3438
7081, 3610
7763, 3428
7087, 3385
7104, 3435
7131, 3419
6861, 3336
7024, 3380
7173, 3420
7029, 3329
7004, 3458
7160, 3502
6955, 3337
7669, 3823
7175, 3603
7055, 3358
7153, 3425
7148, 3467
7046, 3544
7067, 3439
7025, 3467
7241, 3397
7000, 3434
7171, 3516
6990, 3370
7000, 3528
7105, 3465
7035, 3500
7653, 3700
7572, 3535
7160, 3370
7055, 3504
7056, 3534
7026, 3407
7106, 3443
7081, 3352
7005, 3460
6975, 3487
6898, 3378
6971, 3458
7222, 3460
6944, 3414
6972, 3457
7008, 3510
7021, 3363
16150, 6802
13955, 7184
14134, 7042
14229, 6797
13941, 6993
13880, 6881
13918, 6758
14044, 6907
13926, 6955
13979, 6784
14014, 6979
13938, 6950
14200, 6512
13217, 6509
12992, 6476
13038, 6566
13079, 7593
13706, 6648
13762, 7051
14175, 6958
13710, 6855
13879, 6901
13751, 7095
13682, 6800
13757, 6882
13720, 7065
13722, 8459
15347, 6866
14955, 7022
13655, 6928
13716, 6693
13668, 7037
13590, 6862
13823, 6702
13674, 6649
13017, 6500
13501, 6779
13767, 6904
13787, 6598
12989, 6393
13037, 6622
12992, 6466
12984, 6491
12888, 7416
13940, 6442
13006, 6546
12884, 6625
12909, 6530
12881, 6631
12920, 6633
27966, 13412
26790, 14123
27283, 13670
27296, 13384
27040, 14050
27671, 14438
29904, 13599
29730, 14060
29828, 13493
29913, 14618
30063, 13723
33257, 15082
31503, 14344
31424, 14396
31832, 14658
31529, 14365
30476, 14771
31389, 14348
31148, 14661
31767, 14557
30751, 14786
31388, 14577
31042, 14600
31340, 14782
35832, 14376
31197, 15099
31510, 14066
30968, 14803
33223, 14125
31097, 14913
31579, 14413
31615, 14837
31568, 14036
30985, 15114
31755, 14038
31769, 14603
31734, 13990
31282, 15055
32432, 14117
31734, 15155
30450, 13899
33176, 14991
32032, 14081
28393, 14505
28339, 14434
27710, 13743
28209, 14938
29053, 13004
24933, 12670
25181, 13556
52695, 27572
57738, 25953
53863, 26260
57211, 26579
63072, 26857
59866, 26887
58817, 26553
58984, 26454
61892, 26060
60807, 26189
57355, 26239
58763, 25974
61903, 26243
58934, 26339
58146, 26340
60560, 26200
58470, 26094
63980, 25356
57324, 25427
52897, 25262
55419, 25555
53152, 25283
55007, 25524
52248, 25280
55423, 25446
53194, 25404
55897, 25364
52869, 25554
55944, 25539
53130, 25256
56487, 29782
52869, 25338
56262, 25314
52948, 25307
55671, 25473
53027, 25462
55710, 25447
54410, 31258
55798, 25411
53002, 25314
55547, 25969
53345, 25426
59498, 33992
55055, 33902
56407, 25591
53005, 25465
56486, 26010
53903, 25564
54610, 27489
52795, 25578
9097, 3264
8504, 3295
9183, 3221
8636, 3131
8499, 3141
8452, 3023
8175, 3043
8290, 3202
8204, 3051
8214, 3160
8330, 3191
8394, 3057
8301, 3143
9088, 3060
8326, 3080
8466, 3110
8319, 3065
8397, 3210
8272, 3248
8207, 3124
8348, 3165
8378, 3491
8263, 3130
8450, 3191
8825, 3036
8439, 3124
8463, 3217
8394, 3166
8521, 3138
8343, 3048
8317, 3089
8327, 3122
8381, 3087
8992, 3302
9396, 3202
9818, 3182
8530, 3259
8254, 3123
8208, 3135
8335, 3169
8470, 3056
8351, 3176
8414, 3115
8720, 3074
8499, 3126
8221, 3076
8900, 3126
8325, 3220
8266, 3123
8343, 3217
7486, 2951
7013, 2984
7193, 2896
6987, 3002
6968, 3088
6939, 2951
6870, 3161
7022, 3123
7222, 2902
7043, 3048
6906, 3166
7014, 2928
7060, 2985
7045, 3070
7122, 2908
7025, 3045
6882, 3103
7033, 2914
7066, 2986
7025, 3076
7127, 2932
6963, 3090
6875, 3095
6892, 3015
6964, 3068
6988, 3123
7010, 2960
6946, 3060
6998, 3050
7019, 2902
7035, 2988
7045, 3056
7118, 2935
7074, 2983
7094, 3084
7046, 2987
7021, 2981
7039, 3049
7243, 3301
8944, 4087
7719, 3102
7585, 3525
8729, 3811
7586, 2876
7514, 3177
7179, 3384
7701, 3593
7553, 3178
8831, 4232
8736, 2999
8150, 3450
6937, 3269
6638, 3702
8748, 3312
6791, 3204
6700, 3249
6594, 3132
6630, 3230
6997, 3259
6637, 3098
6700, 3182
6714, 3260
6714, 3052
6742, 3117
6703, 3222
6746, 3046
6757, 3125
6790, 3123
6695, 3037
6695, 3133
6700, 3125
8326, 3446
6707, 3139
6964, 3165
6735, 3067
7045, 3176
6664, 3125
6831, 3068
6581, 3153
6849, 3272
6801, 3113
7868, 3360
7538, 3998
8600, 3258
9166, 3535
7717, 3414
7478, 3225
7831, 3331
7769, 3281
7414, 3434
7533, 3317
7783, 3228
7587, 3339
7309, 3613
7315, 3657
9077, 3390
7280, 3304
7774, 3392
7396, 3704
7528, 3334
7396, 3395
7282, 3515
7365, 3496
7351, 3606
7371, 3416
7253, 3660
7333, 3531
7442, 3572
7273, 3600
7054, 3722
7125, 3423
8037, 3941
8485, 3382
7835, 3594
7260, 3762
7374, 3427
7573, 3502
7357, 3663
7175, 3782
7418, 3480
7800, 3372
7231, 3600
7241, 3480
7740, 3408
7621, 3679
7333, 3706
7421, 3452
7376, 3546
7127, 3726
7311, 3444
7219, 3515
7132, 3405
7366, 3602
7296, 3514
7582, 3460
9052, 3927
7452, 3573
7319, 3454
7404, 3501
7691, 3389
7694, 3395
7265, 3699
7125, 3421
7599, 3494
7384, 3613
7601, 3517
7170, 3549
7596, 3623
7182, 3476
7225, 3660
7259, 3679
7195, 3734
7332, 3599
7174, 3677
7330, 3718
7022, 3806
6987, 3695
7308, 3671
7109, 3804
7056, 3877
7178, 3610
7040, 3701
7487, 4680
7450, 3682
7141, 3682
7169, 3666
7171, 3625
7155, 3712
7002, 3569
7234, 3627
7329, 3716
8437, 4071
7075, 3755
7426, 3707
7339, 3611
7114, 3691
6846, 3718
6991, 3573
7278, 3724
6965, 3639
6955, 3693
7176, 3688
7284, 3614
7069, 3918
8418, 4075
7161, 3609
7214, 3720
7133, 3704
6980, 3626
7197, 3670
7107, 3626
7229, 3667
7094, 3843
7171, 3590
7277, 3677
7819, 4567
8173, 3806
6975, 3687
7639, 3605
7095, 3735
7112, 3979
7034, 3952
7233, 4259
7882, 4097
6585, 3896
6993, 4030
7138, 4075
6818, 4019
6867, 3963
7115, 4081
7198, 3850
7037, 3914
7051, 4292
7024, 3803
8064, 4446
7483, 4076
7085, 3956
7095, 3962
7105, 3997
7403, 3910
7113, 4238
7072, 3994
6988, 3932
7029, 3815
6838, 4117
6880, 3933
6996, 3950
7173, 3987
6993, 4092
7161, 3825
7410, 4473
8663, 3882
6964, 3994
6929, 4056
7003, 3846
7121, 3875
7121, 4221
6983, 3852
7042, 3927
7091, 4188
6794, 3977
6915, 3918
7256, 3987
7221, 3815
6940, 4331
8075, 4357
6991, 3857
7624, 3988
7088, 3970
6799, 4082
7270, 4114
6933, 4460
8086, 4530
7017, 4045
7203, 4152
7194, 4052
6970, 4404
7669, 4190
7007, 4064
7128, 4167
6896, 4179
6916, 4134
6897, 4185
7189, 4079
6820, 4293
6772, 4243
6892, 4100
7184, 4155
6901, 4169
6910, 4027
7140, 4139
6927, 4047
8134, 4772
7233, 4394
6872, 4089
7112, 4169
7092, 4192
6869, 4266
7221, 4183
7093, 4069
7102, 4154
7110, 4474
6869, 4094
7101, 4125
7178, 4142
7072, 4239
6861, 4147
7162, 4095
7098, 4265
8659, 4831
6865, 4137
6863, 4139
7061, 4021
7023, 4331
7360, 4219
7540, 4052
7249, 4117
7114, 4200
6885, 4219
7622, 4163
6802, 4187
6910, 4332
7365, 5466
9769, 4275
7027, 4393
6853, 4122
7110, 4210
7146, 4297
6732, 4266
6804, 4258
6592, 4119
6852, 4182
6716, 4333
6886, 4270
6886, 4227
7013, 4400
7100, 4191
6763, 4366
6901, 4120
6980, 4116
7121, 4240
6804, 4208
6940, 4320
7552, 4707
7217, 4174
7262, 4245
6816, 4270
6772, 4219
6891, 4316
6973, 4137
7003, 4281
6901, 4436
6808, 4114
7071, 4189
7066, 4326
6880, 4172
6767, 4237
6943, 4137
6913, 4123
6980, 4245
6688, 4203
6750, 4185
6915, 4262
6911, 4167
6738, 4361
6888, 4313
7043, 4131
7077, 4206
6745, 4380
6856, 4254
67569, 18349
65000, 18392
34199, 10257
34242, 9921
34073, 10096
33844, 9858
33883, 8483, 2690
8489, 2711
8294, 2816
8403, 2787
8613, 2574
8526, 2811
8330, 2742
8193, 2607
8533, 2839
8529, 2608
8271, 2896
8276, 2767
8567, 2595
8552, 2729
8498, 2815
8217, 2681
8582, 2636
8577, 2749
8408, 2957
9007, 2712
10785, 2802
8684, 2655
8517, 2694
8454, 2824
8719, 2746
8587, 2778
8661, 2762
8622, 2589
8488, 2892
8377, 2734
8534, 2673
8433, 2653
8312, 2912
8288, 2764
8499, 2615
8766, 2786
8473, 2621
8318, 2605
8349, 2778
8570, 2636
8498, 2679
8359, 2943
8317, 2661
8577, 2633
8565, 2782
8304, 2656
8709, 2713
8812, 2776
8538, 2709
8606, 2748
4864, 1587
5287, 1589
4754, 1688
4880, 1595
4787, 1582
4752, 1775
4748, 1667
4812, 1587
4885, 1581
4835, 1592
4921, 1695
4784, 1617
4866, 1586
4768, 1600
4863, 1667
4767, 1635
4781, 1672
4995, 1588
4778, 1659
5020, 1604
4827, 1600
4922, 1595
4825, 1671
5028, 1609
4832, 1585
4842, 1636
4751, 1655
4755, 1625
4977, 1617
4763, 1581
4940, 1657
4726, 1592
4876, 1734
4807, 1592
4781, 1686
5037, 1594
4757, 1638
4917, 1511
4490, 1566
4423, 1524
4471, 1487
4423, 1637
4468, 1564
4436, 1512
4405, 1494
4438, 1489
4405, 1553
4460, 1486
4506, 1494
4437, 1499
3047, 1104
3040, 1093
2898, 1089
2988, 1459
2770, 1227
2793, 1231
2979, 1128
3273, 1107
2949, 1194
2849, 1132
2902, 1331
2971, 1132
2801, 1222
2783, 1291
3227, 1185
2894, 1126
2975, 1131
2790, 1321
2943, 1115
2811, 1226
2809, 1239
3046, 1316
2906, 1119
2894, 1144
2933, 1309
2921, 1101
3005, 1103
2783, 1209
3076, 1178
3066, 1121
2853, 1155
2860, 1219
3054, 1104
2928, 1104
2996, 1107
2995, 1108
2729, 1097
2682, 1037
2670, 1053
2615, 1162
2583, 1093
2671, 1038
2708, 1077
2640, 1092
2641, 1032
2696, 1044
2623, 1062
2596, 1097
2611, 1084
2631, 1049
1800, 785
1669, 819
1706, 921
1713, 833
1706, 806
1720, 839
1695, 800
1738, 877
1705, 833
1692, 852
1678, 822
1701, 880
1663, 816
1669, 802
1709, 852
1684, 820
1710, 844
1666, 821
1705, 960
1657, 830
1767, 872
1660, 819
1689, 815
1727, 863
1678, 801
1709, 830
1662, 810
1788, 880
1660, 913
1751, 978
1684, 862
1697, 820
1724, 847
1658, 812
1696, 846
1684, 819
1683, 848
1664, 822
1677, 802
1730, 845
1675, 814
1822, 978
1686, 891
1712, 916
1691, 835
1668, 803
1706, 850
1678, 807
1699, 851
1666, 802
