426, 2421, 540, 483
455, 2426, 531, 484
419, 2325, 533, 481
386, 2428, 784, 580
393, 2218, 628, 508
388, 2244, 633, 506
428, 2384, 554, 493
440, 2674, 528, 499
387, 2402, 615, 497
387, 2305, 568, 485
453, 2300, 628, 603
426, 2377, 569, 480
388, 2253, 627, 502
385, 2240, 647, 549
430, 2644, 525, 578
388, 2356, 557, 487
385, 2438, 558, 490
388, 2258, 651, 558
387, 2408, 541, 494
402, 2253, 640, 501
396, 2262, 645, 502
389, 2504, 729, 507
387, 2352, 557, 482
384, 2349, 577, 487
398, 2388, 613, 606
389, 2384, 535, 489
388, 2472, 542, 480
392, 2245, 620, 501
394, 2538, 605, 490
427, 2483, 561, 479
383, 2314, 597, 482
385, 2320, 621, 518
427, 2463, 538, 484
386, 2392, 532, 493
401, 2448, 534, 483
386, 2463, 566, 467
399, 2193, 546, 467
368, 2173, 502, 461
366, 2156, 529, 450
362, 2110, 639, 448
366, 2082, 538, 461
367, 2163, 506, 459
363, 2201, 542, 461
363, 2138, 555, 464
368, 2136, 507, 454
361, 2197, 517, 454
364, 2118, 541, 447
366, 2091, 563, 450
364, 2112, 522, 476
363, 2130, 532, 443
