528, 4080, 1027, 484
427, 4713, 1032, 481
386, 4217, 1133, 481
387, 4348, 1042, 477
395, 4242, 1025, 482
388, 4213, 1215, 481
411, 4193, 1109, 484
387, 4277, 1030, 482
427, 4303, 1024, 482
382, 4311, 1040, 477
393, 4386, 1116, 502
384, 4247, 1071, 470
390, 4335, 1023, 488
391, 4233, 1032, 491
388, 4328, 1104, 488
384, 4235, 1069, 487
387, 4249, 1092, 496
392, 4455, 1024, 484
397, 4239, 1100, 484
444, 4421, 1033, 497
394, 4286, 1037, 489
386, 4392, 1035, 479
388, 4292, 1105, 491
389, 4493, 1043, 486
394, 4290, 1030, 480
389, 4298, 1091, 472
393, 4214, 1096, 485
383, 4226, 1019, 529
520, 4307, 1058, 483
387, 4230, 1026, 481
394, 4400, 1094, 482
387, 4193, 1028, 489
404, 4324, 1174, 485
392, 4268, 1032, 483
386, 4250, 1095, 511
455, 4430, 1035, 481
386, 4226, 1039, 519
522, 4230, 982, 458
366, 3987, 1041, 451
366, 3918, 995, 458
371, 3958, 966, 451
363, 3923, 1048, 518
375, 3953, 1041, 451
365, 3937, 987, 452
366, 3903, 965, 459
393, 3910, 966, 453
364, 3907, 1032, 450
362, 3961, 962, 452
363, 4009, 966, 457
370, 3932, 966, 461
