4156, 10766, 3034, 3691
3245, 10067, 2965, 4145
3494, 9917, 2924, 4044
3509, 10123, 3025, 3698
3252, 10071, 3058, 3857
3300, 9959, 2955, 3851
3273, 10039, 2993, 3691
3344, 10072, 2982, 3852
3321, 9980, 2960, 3919
3442, 9939, 2988, 3722
3408, 9967, 2961, 3927
3126, 10184, 3004, 3871
3169, 10421, 2907, 3534
2973, 9643, 2811, 3625
3212, 9177, 2807, 3600
3070, 9365, 3018, 3477
3036, 9409, 3254, 4261
3240, 9846, 2915, 3659
3245, 9829, 3328, 3645
3376, 10192, 3092, 3792
3161, 9954, 2988, 3794
3132, 10158, 3094, 3729
3092, 10031, 3066, 3952
3103, 9988, 2920, 3805
3143, 9986, 3083, 3721
3126, 9960, 3202, 3788
3257, 9869, 3435, 4933
3545, 11153, 3161, 3635
3240, 11115, 3043, 3905
3242, 9810, 3055, 3797
3273, 9845, 2972, 3644
3224, 9818, 3033, 3930
3266, 9723, 2950, 3836
3284, 9951, 2988, 3638
3469, 9583, 2904, 3673
3085, 9337, 2807, 3621
3103, 9799, 2996, 3709
3251, 9923, 3008, 3822
3207, 9981, 2864, 3663
3069, 9334, 2842, 3479
3075, 9355, 2896, 3654
3125, 9293, 2797, 3597
3113, 9280, 2952, 3468
3069, 9259, 3002, 4333
3683, 9680, 2822, 3549
3075, 9352, 2983, 3489
3069, 9256, 2917, 3635
3075, 9271, 2899, 3560
2975, 9292, 3029, 3528
2988, 9295, 2945, 3616
