1678, 5113, 1419, 1842
1557, 5295, 1433, 1914
1564, 5344, 1485, 1861
1576, 5153, 1415, 1911
1552, 5230, 1491, 1932
1571, 5211, 1505, 1855
1574, 5176, 1458, 2077
1891, 5455, 1437, 1917
1650, 5092, 1428, 1881
1621, 5140, 1424, 1917
1628, 5152, 1430, 1914
1566, 4965, 1412, 1848
1591, 5097, 1415, 1891
1600, 5223, 1429, 1915
1617, 5075, 1409, 1846
1572, 5063, 1452, 1928
1581, 5195, 1473, 1954
1637, 4967, 1409, 1854
1612, 5695, 1588, 2162
1603, 5203, 1592, 1935
1623, 5063, 1426, 1854
1681, 5112, 1426, 1923
1596, 5181, 1441, 1949
1648, 4996, 1550, 1895
1578, 5137, 1441, 1922
1620, 5051, 1435, 1943
1639, 5244, 1463, 1859
1582, 5049, 1439, 1921
1662, 5157, 1491, 1947
1583, 5060, 1420, 1874
1607, 5022, 1473, 1981
1588, 5166, 1484, 1902
1602, 5083, 1447, 1977
1657, 5601, 1657, 1964
1781, 5447, 1579, 1872
1631, 5183, 1433, 1861
1617, 5066, 1485, 1943
1610, 5118, 1598, 1858
1623, 5067, 1436, 1893
1621, 5145, 1452, 1916
1592, 5161, 1420, 1850
1533, 5129, 1435, 1949
1595, 5042, 1462, 1947
1634, 4935, 1438, 1864
1667, 4968, 1451, 1933
1570, 5290, 1449, 1935
1574, 5037, 1437, 1901
1500, 5133, 1455, 1928
1640, 5021, 1454, 1981
1638, 5040, 1419, 1868
