56, 145, 45, 52
49, 193, 45, 58
50, 144, 46, 57
60, 159, 44, 58
49, 151, 45, 56
49, 145, 42, 53
48, 148, 44, 55
53, 141, 44, 56
50, 149, 44, 55
50, 144, 44, 62
50, 145, 47, 55
53, 144, 45, 56
51, 150, 44, 56
48, 144, 45, 58
48, 147, 49, 58
53, 149, 48, 60
52, 148, 44, 56
48, 141, 44, 57
50, 142, 43, 57
51, 147, 43, 57
51, 146, 45, 55
49, 143, 44, 61
51, 145, 45, 56
52, 144, 44, 56
56, 159, 46, 61
67, 166, 45, 59
49, 144, 44, 58
49, 146, 45, 56
54, 145, 45, 59
54, 150, 45, 57
50, 141, 45, 56
49, 145, 44, 56
53, 141, 47, 55
48, 148, 50, 56
52, 146, 44, 60
50, 143, 45, 58
50, 146, 49, 55
50, 142, 47, 59
54, 157, 49, 57
50, 144, 45, 61
49, 141, 44, 56
52, 145, 45, 55
52, 146, 50, 60
49, 141, 44, 59
60, 197, 50, 65
53, 160, 53, 59
53, 150, 45, 57
54, 145, 46, 61
58, 150, 48, 60
51, 147, 46, 55
