13120, 34827, 10880, 16621
16939, 35121, 11216, 14667
13349, 34834, 10952, 15238
15584, 36159, 11074, 15433
17948, 39662, 11134, 15652
16324, 38138, 11271, 15546
15605, 38063, 11166, 15316
15020, 38689, 11058, 15324
17226, 39117, 11040, 14950
16568, 38951, 11052, 15066
14828, 37740, 11097, 15071
14774, 38714, 11043, 14861
17816, 38920, 11152, 15019
16506, 37727, 11354, 14914
15320, 38011, 11336, 14931
16836, 38660, 11217, 14911
14612, 38482, 11062, 14961
18379, 40556, 10783, 14504
17489, 34840, 10895, 14461
13388, 35084, 10792, 14401
15942, 34360, 11037, 14447
13307, 34903, 10780, 14435
15176, 34353, 10869, 14586
12775, 35025, 10821, 14388
15246, 34745, 10987, 14390
13297, 34963, 10923, 14411
16543, 34621, 10910, 14385
13299, 35175, 11092, 14394
16425, 34407, 11074, 14397
13122, 34961, 10796, 14391
15185, 36049, 10966, 18747
13172, 34723, 10799, 14469
16547, 34937, 10829, 14416
13316, 34648, 10806, 14432
16180, 34448, 10955, 14447
12682, 34805, 10819, 14574
16007, 34670, 10989, 14389
13329, 35603, 10780, 20409
15693, 34860, 10909, 14435
13111, 34944, 10788, 14456
15724, 34891, 11259, 14641
13103, 35101, 10913, 14445
20154, 34623, 10927, 22996
14644, 35952, 10970, 22863
15859, 34436, 11003, 14520
13188, 34925, 10838, 14553
17384, 34113, 11046, 14894
13653, 35273, 10891, 14604
15239, 34488, 10882, 14937
13238, 34812, 10835, 14672
