7006, 19627, 5573, 7766
6660, 18895, 5591, 8458
6758, 19164, 5979, 7609
6677, 19421, 5594, 7714
6686, 19167, 5537, 8439
6611, 19500, 6498, 7861
7040, 21732, 5711, 7811
7404, 21063, 6279, 7699
7650, 21045, 5822, 7597
7570, 21049, 5867, 8675
7605, 21212, 5877, 7771
7719, 24310, 6650, 8350
8021, 22064, 6258, 8004
8462, 21753, 5928, 8388
7827, 22357, 6451, 8127
8135, 22009, 6014, 8275
7089, 21875, 6567, 8120
8003, 22094, 5999, 8271
7542, 22087, 6585, 7998
7860, 22637, 6029, 8449
7466, 21744, 6700, 8008
7973, 22180, 6003, 8496
7375, 22003, 6475, 8046
8343, 21667, 5871, 8832
7637, 26844, 6166, 8129
7954, 22023, 6001, 9018
7798, 22472, 6072, 7911
8087, 21698, 5953, 8771
7859, 24108, 5955, 8089
7779, 22139, 5960, 8875
7951, 22364, 6135, 8200
7995, 22388, 5902, 8858
8092, 22209, 5919, 8041
8115, 21606, 6003, 9030
8195, 22181, 5936, 8014
8037, 22312, 5863, 8662
8064, 22167, 5975, 7941
8008, 21806, 6079, 8898
8395, 22665, 5971, 8070
8762, 21659, 6079, 8997
8465, 20745, 5608, 8218
8162, 23725, 6050, 8855
7799, 22783, 6102, 7903
7089, 20152, 5822, 8602
7021, 19785, 6361, 7992
6936, 19629, 5847, 7822
7095, 19964, 6029, 8830
7060, 20415, 5835, 7098
6051, 17814, 5433, 7165
6097, 18027, 5345, 8140
