16, 40, 11, 15
13, 38, 11, 22
15, 40, 12, 15
13, 39, 11, 15
16, 38, 11, 15
14, 38, 11, 15
13, 41, 11, 14
15, 37, 11, 16
13, 40, 11, 19
14, 38, 11, 15
14, 38, 12, 15
13, 41, 11, 15
15, 38, 11, 14
14, 38, 12, 16
14, 48, 11, 15
14, 39, 11, 15
17, 38, 11, 16
13, 37, 11, 15
16, 40, 11, 16
14, 39, 11, 16
13, 39, 11, 14
14, 38, 11, 15
14, 40, 12, 16
14, 38, 11, 15
13, 38, 12, 15
14, 38, 11, 16
16, 39, 12, 14
15, 38, 11, 15
14, 36, 11, 16
14, 36, 12, 15
13, 37, 11, 16
14, 40, 12, 16
15, 38, 11, 15
14, 39, 11, 20
14, 38, 11, 16
16, 52, 15, 15
13, 37, 11, 14
15, 38, 12, 15
15, 42, 15, 15
15, 40, 11, 16
15, 39, 12, 16
14, 38, 13, 15
14, 36, 11, 16
14, 37, 11, 16
14, 37, 11, 15
15, 38, 11, 15
14, 37, 11, 16
13, 37, 11, 18
13, 36, 11, 15
14, 37, 12, 17
