2070, 5989, 1036, 2145
1662, 6329, 1046, 2173
1744, 6946, 1030, 2112
1727, 6451, 1027, 2024
1640, 6403, 1020, 2042
1652, 6324, 1012, 1934
1629, 6107, 994, 1967
1701, 6135, 1099, 2027
1615, 6151, 996, 1972
1686, 6096, 1024, 2059
1582, 6276, 1087, 2026
1705, 6201, 1017, 1963
1591, 6248, 1054, 2012
1669, 6992, 1024, 1956
1575, 6323, 994, 2003
1612, 6331, 1012, 2023
1732, 6120, 1046, 1945
1662, 6258, 1112, 2018
1611, 6181, 1011, 2159
1692, 6064, 999, 2046
1740, 6127, 1014, 2069
1725, 6210, 1114, 2299
1641, 6170, 1024, 2020
1677, 6304, 1025, 2086
1667, 6730, 1020, 1937
1728, 6278, 1003, 2044
1643, 6359, 1014, 2121
1801, 6144, 1034, 2029
1764, 6196, 1010, 2047
1744, 6165, 1004, 1965
1656, 6217, 1032, 1964
1641, 6226, 1027, 2018
1634, 6310, 995, 2015
1629, 6914, 1056, 2157
1880, 7011, 1024, 2098
1821, 7531, 1075, 2026
1636, 6415, 1032, 2150
1649, 6193, 1019, 2026
1728, 6032, 1057, 1999
1650, 6230, 1035, 2058
1735, 6306, 1040, 1941
1735, 6173, 1054, 2041
1651, 6305, 1036, 1996
1670, 6611, 997, 2001
1611, 6447, 1020, 2029
1718, 6077, 1020, 1970
1667, 6794, 1000, 2048
1629, 6262, 1076, 2065
1663, 6177, 1000, 2051
1575, 6338, 1031, 2111
