1732, 4933, 2012, 1892
1715, 4993, 1987, 1888
1587, 5275, 2121, 2052
1786, 5759, 2054, 1964
1591, 4678, 1859, 1963
1649, 5016, 2043, 1892
1609, 5217, 2045, 1954
1750, 4720, 2040, 1902
1517, 5035, 1893, 1991
1759, 5021, 2020, 1987
1739, 5134, 1896, 1879
1607, 5116, 1860, 1977
1597, 5145, 2106, 2094
1664, 5043, 1855, 1875
1633, 6099, 2121, 2242
2057, 5073, 2041, 1942
1656, 5090, 1986, 1895
1925, 4851, 1858, 2027
1818, 4909, 2021, 1898
1690, 5393, 1855, 1979
1588, 5206, 2226, 1931
1619, 5137, 2033, 1879
1757, 4915, 1903, 1955
1647, 5061, 1871, 1867
1586, 4929, 2117, 1923
1620, 4942, 1900, 1954
1668, 4999, 1972, 1902
1614, 5173, 1993, 1919
1608, 5069, 1947, 2066
1842, 4999, 1867, 1883
1595, 5482, 2237, 2148
1933, 6354, 1920, 1886
1671, 4977, 1965, 1951
1637, 4975, 2005, 1973
1678, 5008, 1854, 1914
1615, 5193, 1850, 1950
1602, 5204, 2007, 2136
1828, 4826, 1888, 1882
1585, 5139, 1867, 1985
1781, 4965, 2202, 1907
1648, 4816, 1935, 1962
1633, 4938, 1887, 1957
1819, 5116, 2036, 1875
1735, 5126, 1874, 1866
1637, 4993, 2088, 2131
1884, 5849, 2292, 1979
1601, 5066, 1862, 1916
1878, 5432, 1956, 1949
1720, 5051, 2017, 1879
1560, 4927, 1968, 2040
