1761, 5047, 1718, 1883
1617, 5242, 1625, 2033
1653, 5353, 1621, 1905
1583, 5269, 1646, 1955
1698, 5288, 1737, 1907
1592, 5111, 1622, 2107
1641, 5001, 1653, 1966
1675, 5291, 1657, 1934
1617, 5099, 1751, 1977
1560, 5170, 1650, 2152
1685, 5155, 1623, 1911
1527, 5173, 1640, 1979
1576, 5453, 2271, 2314
1799, 5316, 1686, 1914
1688, 5126, 1636, 1972
1621, 5233, 1667, 1924
1584, 5269, 1674, 1874
1578, 5260, 1692, 1945
1584, 5100, 1627, 1859
1744, 5162, 1629, 1916
1661, 5355, 1681, 1959
1691, 6351, 1903, 2077
1583, 5160, 1677, 2002
1649, 5432, 1741, 1887
1637, 5390, 1668, 1868
1608, 5195, 1660, 1955
1604, 4899, 1687, 1956
1730, 4940, 1622, 1872
1608, 5361, 1688, 1959
1591, 5022, 1665, 1900
1594, 5034, 1618, 1999
1764, 5081, 1632, 1980
1701, 5266, 1647, 1894
1604, 5140, 1863, 1980
2010, 6051, 1897, 2094
1580, 5259, 1641, 1892
1505, 5388, 1689, 1950
1670, 5089, 1758, 1870
1608, 5035, 1630, 1922
1598, 5268, 1648, 1946
1616, 5142, 1682, 1869
1603, 5302, 1665, 1926
1593, 5190, 1660, 2106
1728, 5129, 1631, 1884
1650, 5318, 1641, 1957
1653, 5800, 2169, 2289
1875, 5955, 1624, 2107
1553, 5118, 1647, 1965
1541, 5778, 1624, 1901
1619, 5152, 1693, 1968
