1924, 4995, 1052, 1824
1587, 5049, 1097, 1807
1555, 5261, 1038, 1786
1486, 5085, 1068, 1862
1500, 5060, 1153, 1859
1506, 5049, 1043, 1835
1457, 5025, 1216, 1873
1452, 5183, 1163, 1884
1450, 5378, 1039, 1791
1450, 5189, 1117, 1857
1447, 5053, 1206, 1872
1454, 5166, 1061, 1791
1712, 4969, 1064, 1849
1608, 5049, 1109, 1886
1548, 5202, 1039, 1796
1511, 5132, 1112, 1859
1532, 4938, 1111, 1916
1574, 5076, 1059, 1784
1488, 5172, 1058, 1856
1482, 5112, 1120, 1880
1518, 5252, 1073, 1787
1510, 5053, 1122, 1895
1537, 4941, 1153, 1864
1556, 4955, 1078, 1862
1522, 5043, 1126, 1869
1512, 5084, 1136, 1907
1519, 5139, 1101, 1787
1521, 5035, 1091, 1896
1573, 5027, 1102, 1873
1563, 5073, 1036, 1794
1511, 5121, 1057, 1859
1520, 5142, 1122, 1858
1503, 5266, 1077, 1786
1526, 5190, 1058, 1854
1507, 5192, 1113, 1897
1522, 5123, 1118, 1797
1557, 5098, 1050, 1858
1564, 5108, 1094, 1875
1517, 5377, 1061, 2124
1684, 6740, 1689, 2226
1796, 5558, 1135, 1880
1705, 5486, 1196, 2250
1949, 6329, 1548, 2184
1664, 5572, 1031, 1775
1576, 5564, 1043, 2062
1672, 5042, 1130, 2183
1931, 5412, 1072, 2442
1827, 5345, 1156, 1933
1730, 6270, 1487, 2597
2252, 6014, 1107, 1818
