1742, 5079, 2130, 1902
1628, 4962, 2230, 2149
1970, 5752, 2402, 2038
1522, 5166, 2092, 1879
1703, 5176, 2122, 1948
1685, 5152, 2101, 1874
1581, 5057, 2193, 2132
2003, 5288, 2244, 1871
1839, 4851, 2108, 1881
1671, 5133, 2107, 1986
1584, 4972, 2160, 1942
1650, 4949, 2096, 1958
1768, 4809, 2131, 1973
1676, 5191, 2140, 1865
1649, 4841, 2275, 1939
1591, 4859, 2202, 1960
1650, 4915, 2143, 1881
1584, 5283, 2100, 1980
1609, 4965, 2179, 1914
1630, 4968, 2091, 1859
1690, 5132, 2103, 1960
1614, 4997, 2102, 1868
1725, 6063, 2439, 2230
2007, 4893, 2236, 2081
1616, 4937, 2103, 1901
1622, 5176, 2112, 1980
1657, 5110, 2259, 1854
1588, 4971, 2183, 2005
1732, 5163, 2155, 1953
1866, 4913, 2114, 1875
1608, 5181, 2125, 1955
1797, 5003, 2386, 2009
1673, 4878, 2145, 1871
1856, 4938, 2104, 1944
1618, 5238, 2187, 1871
1689, 5065, 2117, 2043
1728, 4822, 2113, 1956
1764, 5090, 2122, 1898
1634, 5144, 2192, 1996
2106, 6112, 2854, 1897
1615, 4920, 2153, 1907
1600, 4952, 2118, 1944
1635, 5115, 2075, 1870
1611, 5082, 2182, 2068
2006, 5010, 2080, 2061
1896, 5266, 2106, 1867
1657, 5287, 2084, 1957
1635, 5103, 2235, 1889
1678, 4892, 2052, 2090
1626, 5680, 2101, 1978
