1714, 5230, 1442, 1875
1688, 5211, 1446, 1994
1696, 5302, 1463, 1958
1692, 5294, 1522, 2003
1667, 5346, 1464, 1879
1648, 5215, 1530, 2056
1602, 5346, 1536, 1918
1934, 5139, 1446, 2037
1581, 5300, 1545, 1977
1619, 5087, 1434, 2208
1577, 5181, 1457, 1889
1626, 6045, 1686, 2173
2029, 6073, 1433, 1874
1602, 5856, 1573, 1947
1602, 5271, 1635, 2049
1707, 5308, 1469, 1883
1583, 5624, 1466, 1956
1587, 5413, 1588, 1938
1624, 5180, 1658, 2030
1721, 5348, 1464, 1935
1681, 5758, 1432, 1866
1705, 5179, 1502, 2012
1678, 5214, 1464, 1939
1859, 5519, 1455, 1878
1860, 5390, 1628, 1975
1712, 5273, 1591, 2034
1739, 5318, 1454, 1922
1679, 5346, 1494, 1969
1690, 5074, 1673, 1977
1678, 5261, 1491, 1878
1652, 5220, 1494, 1946
1748, 5030, 1472, 1858
1899, 5123, 1640, 1888
1642, 5303, 1480, 1957
1875, 5369, 1452, 1932
1877, 6804, 1680, 2158
1734, 5352, 1606, 1887
1630, 5352, 1460, 1920
1705, 5367, 1472, 1952
1727, 5632, 1443, 1871
1663, 5636, 1456, 1865
1650, 5287, 1485, 2128
1800, 4996, 1467, 1878
1895, 5372, 1463, 1956
1577, 5478, 1504, 2033
2010, 5241, 1472, 1967
1711, 5133, 1460, 2014
1705, 5558, 1532, 2014
1604, 5252, 1504, 1893
1645, 5232, 1477, 2094
